set3_id,DataVizRoles_collapsed,RoleAsFreelance,RoleAsEmployee,YearsDataVizExperience_buckets,PayCurrency_cleaned,PayAnnual,PayHourly,PayComparison,Loc1Country,OrgIndustry_,OrgIndustry_Finance,OrgIndustry_HealthMed,OrgIndustry_IT,OrgIndustry_Journalism,OrgIndustry_Marketing,OrgIndustry_ConsultantMulti,OrgIndustry_Other__,OrgSize,EmployChanged,EmployNewWanted,EducLevel,Gender_summarized
BKpJ,Employee,[\unasked],[\unasked],11-15,AUD - Australia Dollar,"$60,000 - $79,999",[^not answered],Similar,Australia,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,Yes,"Doctoral degree (e.g., PhD, EdD, PsyD)",Man
btYR,Employee,[\unasked],[\unasked],Less than 1 year,USD - United States Dollar,"$60,000 - $79,999",$125 - $149,Similar,United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,Yes,"Doctoral degree (e.g., PhD, EdD, PsyD)",Man
SpEJ,Employee,[\unasked],[\unasked],1-5,[^not answered],[^not answered],[^not answered],[^not answered],United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,Yes,Bachelor’s degree,Woman
gniH,Freelance,Developer,[\unasked],Less than 1 year,USD - United States Dollar,[^not answered],$125 - $149,[^not answered],United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,Bachelor’s degree,Man
hJni,Freelance,[\unasked],[\unasked],1-5,GBP - United Kingdom Pound,I am not compensated on a yearly basis,$15 - $29,Much lower,United Kingdom,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,Master’s (or similar graduate degree),Woman
iSoe,Freelance,[\unasked],[\unasked],6-10,USD - United States Dollar,"$40,000 - $59,999",$15 - $29,Somewhat lower,United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Yes,Yes,Master’s (or similar graduate degree),Woman
VhXE,Employee,None of these describes my role,[\unasked],1-5,EUR - Euro Member Countries,[^not answered],$100 - $124,Somewhat higher,France,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,Master’s (or similar graduate degree),Man
DYEP,Employee,[\unasked],[\unasked],6-10,USD - United States Dollar,I am not compensated on a yearly basis,I am not compensated on an hourly or project basis,[^not answered],United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,Master’s (or similar graduate degree),Woman
CnLv,Employee,[\unasked],[\unasked],6-10,[^not answered],[^not answered],[^not answered],[^not answered],Denmark,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,Bachelor’s degree,Woman
tGae,Employee,Analyst,[\unasked],1-5,USD - United States Dollar,"$20,000 - $39,999",I am not compensated on an hourly or project basis,Much lower,United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,Master’s (or similar graduate degree),Man
PXZD,Employee,[\unasked],[\unasked],1-5,USD - United States Dollar,"$240,000 or more",I am not compensated on an hourly or project basis,Somewhat higher,United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,Master’s (or similar graduate degree),Man
AkwI,Freelance,[\unasked],[\unasked],11-15,[^not answered],I am not compensated on a yearly basis,I am not compensated on an hourly or project basis,[^not answered],United Kingdom,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Yes,Yes,Master’s (or similar graduate degree),Woman
uBYW,Employee,[\unasked],[\unasked],1-5,USD - United States Dollar,I am not compensated on a yearly basis,$75 - $99,Similar,United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Yes,Yes,Bachelor’s degree,Woman
IWgR,Employee,Developer,[\unasked],1-5,GBP - United Kingdom Pound,[^not answered],$60 - $74,Similar,United Kingdom,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,Master’s (or similar graduate degree),Man
IoAP,EmployeeAND,Analyst,[\unasked],11-15,[^not answered],[^not answered],[^not answered],[^not answered],Nigeria,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,Yes,Bachelor’s degree,Man
RHWo,Employee,"Leadership (Manager, Director, VP, etc.)",[\unasked],6-10,USD - United States Dollar,I am not compensated on a yearly basis,$125 - $149,Similar,Singapore,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,Yes,Master’s (or similar graduate degree),[\unfinished]
YrtZ,Employee,Designer,[\unasked],1-5,[other info],"$60,000 - $79,999",$75 - $99,Similar,United Kingdom,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,Master’s (or similar graduate degree),Woman
LScN,EmployeeANDFreelance,Designer,[\unasked],6-10,EUR - Euro Member Countries,"$40,000 - $59,999",$60 - $74,Somewhat lower,Romania,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,Master’s (or similar graduate degree),Woman
xITF,Employee,[\unasked],[\unasked],16-20,USD - United States Dollar,"$20,000 - $39,999",[^not answered],Somewhat lower,United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,Yes,Bachelor’s degree,Man
DIwU,Freelance,Designer,[\unasked],6-10,USD - United States Dollar,"$140,000 - $159,999",[^not answered],Similar,United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Yes,Yes,Bachelor’s degree,Woman
GDwx,Employee,[\unasked],[\unasked],6-10,EUR - Euro Member Countries,"$40,000 - $59,999",[^not answered],Somewhat lower,Bulgaria,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,"Doctoral degree (e.g., PhD, EdD, PsyD)",Woman
JKjM,Employee,[^not answered],[\unasked],6-10,EUR - Euro Member Countries,"$40,000 - $59,999",$30 - $44,Much higher,Poland,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[^not answered],[^not answered],[\unfinished],[\unfinished]
AQPp,Employee,Analyst,[\unasked],1-5,EUR - Euro Member Countries,[^not answered],$45 - $59,Similar,Romania,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Yes,Yes,Bachelor’s degree,Man
qfOi,Employee,Designer,[\unasked],6-10,USD - United States Dollar,"$10,000 - $19,999",$15 - $29,Similar,Mexico,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,Yes,Master’s (or similar graduate degree),Woman
YFwT,Hobbyist,Analyst,[\unasked],1-5,USD - United States Dollar,"Less than $10,000",$30 - $44,Much lower,Nepal,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,Yes,Bachelor’s degree,Man
fvfz,EmployeeAND,Developer,[\unasked],1-5,USD - United States Dollar,I am not compensated on a yearly basis,$250 - $274,Somewhat higher,United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Yes,No,Bachelor’s degree,Man
YSFa,EmployeeANDFreelanceAND,[\unasked],[\unasked],6-10,USD - United States Dollar,"$80,000 - $99,999",[^not answered],Somewhat higher,United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,Master’s (or similar graduate degree),Woman
wLQj,Freelance,Designer,[\unasked],1-5,EUR - Euro Member Countries,[^not answered],$75 - $99,Similar,Germany,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,"Doctoral degree (e.g., PhD, EdD, PsyD)",Man
dont,Employee,Teacher,[\unasked],1-5,USD - United States Dollar,"$140,000 - $159,999",$150 - $174,Similar,United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,Master’s (or similar graduate degree),Woman
qfpf,Employee,[\unasked],[\unasked],1-5,USD - United States Dollar,"$60,000 - $79,999",I am not compensated on an hourly or project basis,Similar,United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Yes,No,"Doctoral degree (e.g., PhD, EdD, PsyD)",Man
pPCC,Employee,[\unasked],[\unasked],1-5,EUR - Euro Member Countries,"$40,000 - $59,999",I am not compensated on an hourly or project basis,Somewhat lower,Ireland,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Yes,No,"Doctoral degree (e.g., PhD, EdD, PsyD)",Woman
knjJ,Hobbyist,Analyst,[\unasked],6-10,USD - United States Dollar,"$20,000 - $39,999",$60 - $74,Somewhat higher,Argentina,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Yes,Yes,Bachelor’s degree,Woman
xfYu,EmployeeANDFreelance,[\unasked],[\unasked],6-10,USD - United States Dollar,I am not compensated on a yearly basis,$75 - $99,[^not answered],United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,Yes,Bachelor’s degree,Woman
gEku,Freelance,Developer,[\unasked],1-5,SEK - Sweden Krona,[^not answered],$75 - $99,Somewhat higher,Sweden,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,Yes,Some college,Man
IgxV,FreelanceAND,Developer,[\unasked],11-15,GBP - United Kingdom Pound,[^not answered],[^not answered],Somewhat higher,Spain,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,Bachelor’s degree,Man
KwQy,Employee,[\unasked],[\unasked],11-15,GBP - United Kingdom Pound,"$40,000 - $59,999",[^not answered],[^not answered],United Kingdom,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,Master’s (or similar graduate degree),Woman
AeVF,Freelance,[\unasked],[\unasked],11-15,[^not answered],I am not compensated on a yearly basis,I am not compensated on an hourly or project basis,[^not answered],India,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,Master’s (or similar graduate degree),Man
eTuN,Employee,Developer,[\unasked],1-5,USD - United States Dollar,I am not compensated on a yearly basis,$200 - $224,Much higher,United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,Yes,Master’s (or similar graduate degree),Man
fKCX,Employee,Developer,[\unasked],1-5,USD - United States Dollar,I am not compensated on a yearly basis,$250 - $274,Somewhat higher,United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Yes,No,Bachelor’s degree,Man
Sfvq,EmployeeAND,"Leadership (Manager, Director, VP, etc.)",[\unasked],Less than 1 year,USD - United States Dollar,[^not answered],$150 - $174,Somewhat higher,United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Yes,No,Master’s (or similar graduate degree),Woman
ZiMw,Employee,[\unasked],[\unasked],11-15,[^not answered],[^not answered],[^not answered],[^not answered],[^not answered],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,[^not answered],Master’s (or similar graduate degree),Woman
ncqX,EmployeeAND,Teacher,[\unasked],1-5,USD - United States Dollar,[^not answered],$300 or more,Much higher,United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,Yes,Master’s (or similar graduate degree),Man
yFsW,EmployeeANDFreelanceAND,[\unasked],[\unasked],Less than 1 year,EUR - Euro Member Countries,"$20,000 - $39,999",[^not answered],Similar,Germany,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,Yes,Master’s (or similar graduate degree),Man
FgMN,EmployeeANDFreelance,Designer,[\unasked],6-10,NZD - New Zealand Dollar,I am not compensated on a yearly basis,$75 - $99,Similar,New Zealand,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,Yes,Master’s (or similar graduate degree),Woman
ynRT,Employee,[\unasked],[\unasked],11-15,NZD - New Zealand Dollar,"$20,000 - $39,999",$30 - $44,Similar,Indonesia,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Yes,Yes,"Doctoral degree (e.g., PhD, EdD, PsyD)",Woman
rNXv,Employee,[\unasked],[\unasked],6-10,BRL - Brazil Real,"$20,000 - $39,999",I am not compensated on an hourly or project basis,Somewhat higher,Brazil,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,Bachelor’s degree,Man
JzMx,Employee,[\unasked],[\unasked],6-10,INR - India Rupee,"$20,000 - $39,999",I am not compensated on an hourly or project basis,Similar,India,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,Bachelor’s degree,Man
eAZO,Freelance,Designer,[\unasked],1-5,USD - United States Dollar,[^not answered],$125 - $149,Much higher,United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Yes,No,Master’s (or similar graduate degree),Woman
GdhV,EmployeeANDFreelance,[\unasked],[\unasked],16-20,CAD - Canada Dollar,"$100,000 - $119,999",I am not compensated on an hourly or project basis,Somewhat higher,Canada,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,"Doctoral degree (e.g., PhD, EdD, PsyD)",Man
giYk,Employee,Developer,[\unasked],6-10,USD - United States Dollar,I am not compensated on a yearly basis,$150 - $174,Much higher,United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Yes,No,Master’s (or similar graduate degree),Woman
Mbpb,Freelance,[\unasked],[\unasked],6-10,USD - United States Dollar,I am not compensated on a yearly basis,I am not compensated on an hourly or project basis,[^not answered],United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,Yes,Bachelor’s degree,Woman
TCEP,EmployeeAND,Analyst,[\unasked],1-5,GBP - United Kingdom Pound,I am not compensated on a yearly basis,$75 - $99,Somewhat higher,United Kingdom,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,Yes,Bachelor’s degree,Man
yDpf,Employee,Analyst,[\unasked],1-5,USD - United States Dollar,"Less than $10,000",Less than $15,Similar,Colombia,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,Yes,Master’s (or similar graduate degree),Man
pODv,Employee,Designer,[\unasked],6-10,USD - United States Dollar,I am not compensated on a yearly basis,$150 - $174,Similar,United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Yes,Yes,Master’s (or similar graduate degree),Man
YlgM,Employee,[\unasked],[\unasked],6-10,USD - United States Dollar,I am not compensated on a yearly basis,I am not compensated on an hourly or project basis,[^not answered],United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,Master’s (or similar graduate degree),Woman
xKNF,EmployeeAND,Designer,[\unasked],1-5,USD - United States Dollar,"$80,000 - $99,999",$250 - $274,Similar,Canada,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Yes,Yes,[^not answered],Man
hIYl,EmployeeAND,None of these describes my role,[\unasked],6-10,USD - United States Dollar,"$100,000 - $119,999",I am not compensated on an hourly or project basis,Similar,United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,Master’s (or similar graduate degree),Man
AkPr,Employee,[\unasked],[\unasked],1-5,USD - United States Dollar,"$60,000 - $79,999",I am not compensated on an hourly or project basis,Somewhat lower,United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,Master’s (or similar graduate degree),Woman
orBZ,Employee,Designer,[\unasked],1-5,USD - United States Dollar,[^not answered],$75 - $99,Similar,United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,Yes,Bachelor’s degree,Man
CXgr,Student,[\unasked],[\unasked],6-10,GBP - United Kingdom Pound,I am not compensated on a yearly basis,Less than $15,Much lower,United Kingdom,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Yes,Yes,"Doctoral degree (e.g., PhD, EdD, PsyD)",Woman
GlKD,EmployeeAND,Developer,[\unasked],1-5,EUR - Euro Member Countries,[^not answered],$100 - $124,Somewhat higher,Netherlands,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,Master’s (or similar graduate degree),Man
JSay,Hobbyist,[\unasked],[\unasked],6-10,NOK - Norway Krone,"Less than $10,000",[^not answered],Similar,Norway,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,Yes,Master’s (or similar graduate degree),Man
vBZH,Employee,[\unasked],[\unasked],1-5,[not paid for DV],"$40,000 - $59,999",[^not answered],Similar,Germany,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,Yes,"Doctoral degree (e.g., PhD, EdD, PsyD)",Woman
Kihr,FreelanceAND,[\unasked],[\unasked],6-10,USD - United States Dollar,"$20,000 - $39,999",I am not compensated on an hourly or project basis,Somewhat higher,United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,Yes,Bachelor’s degree,Woman
zlkq,Academic,Developer,[\unasked],1-5,USD - United States Dollar,I am not compensated on a yearly basis,$100 - $124,Somewhat higher,Australia,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,Yes,Master’s (or similar graduate degree),Man
dARE,EmployeeANDFreelanceAND,[\unasked],[\unasked],16-20,USD - United States Dollar,"$80,000 - $99,999",I am not compensated on an hourly or project basis,Somewhat lower,United States,0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],No,No,Master’s (or similar graduate degree),Man
